book_id,authors,original_publication_year,title,language_code,average_rating,ratings_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5
666,Neil Gaiman,2005,Anansi Boys,eng,4.0,137639,1219,5671,32195,66653,47727
667,Sarah Dessen,2009,Along for the Ride,eng,4.08,151721,2588,7073,30314,52171,64184
668,Celeste Ng,2014,Everything I Never Told You,eng,3.78,108703,2352,8110,36543,57858,29687
669,"Isabel Allende, Magda Bogin",1982,The House of the Spirits,en-US,4.2,119930,1380,4506,21376,50822,62255
670,Stephen King,1979,The Dead Zone,en-US,3.9,132723,1371,7164,37094,52341,41416
671,"Agatha Christie, Ροζίτα Σώκου",1920,"The Mysterious Affair at Styles (Hercule Poirot, #1)",eng,3.98,135514,3132,5501,33269,55831,50884
672,Agatha Christie,1934,"Murder on the Orient Express (Hercule Poirot, #10)",eng,4.16,138444,706,4027,30417,70825,67687
673,Chimamanda Ngozi Adichie,2013,Americanah,eng,4.26,113252,1764,3564,16174,50092,63514
674,James Patterson,2001,Suzanne's Diary for Nicholas,eng,4.16,121398,2106,5364,21005,38213,57476
675,Stephen King,1980,Firestarter,eng,3.85,142213,1589,9090,42672,51583,43197
676,Sylvia Day,2013,"Entwined with You (Crossfire, #3)",eng,4.19,141641,2275,6942,25570,47336,75608
677,Christopher McDougall,2009,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",eng,4.27,109642,1516,3182,15027,42605,59098
678,Gabrielle Zevin,2014,The Storied Life of A.J. Fikry,eng,3.98,115393,2685,5844,28640,63184,44960
679,Ludwig Bemelmans,1939,Madeline,en-GB,4.22,156726,2361,5708,26834,43736,79679
680,Napoleon Hill,1937,Think and Grow Rich: The Landmark Bestseller - Now Revised and Updated for the 21st Century,eng,4.17,87445,2764,5469,18408,33331,57472
681,"Laura Ingalls Wilder, Garth Williams",1932,"Little House in the Big Woods (Little House, #1)",eng,4.16,165127,2773,5952,31155,57916,80195
682,Susanna Clarke,2004,Jonathan Strange & Mr Norrell,eng,3.8,133683,8086,14044,30972,48696,52890
683,Nicholas Sparks,2001,A Bend in the Road,eng,4.02,116800,1452,5660,27409,42912,45740
684,Rick Riordan,2013,"The House of Hades (The Heroes of Olympus, #4)",eng,4.54,159774,698,1916,12999,45501,114293
685,Michael  Grant,2008,"Gone (Gone, #1)",eng,3.85,144606,6428,12529,32771,47507,54718
686,Nicholas Sparks,2003,"The Wedding (The Notebook, #2)",en-US,3.98,118045,2102,7587,28194,39312,47163
687,David McCullough,2005,1776,eng,4.06,130293,3155,5468,23230,51681,51844
688,Jon Krakauer,2003,Under the Banner of Heaven: A Story of Violent Faith,eng,3.98,112167,1958,5259,25101,52050,39329
689,Jess Walter,2012,Beautiful Ruins,eng,3.67,116053,2869,10393,38113,51164,25782
690,Barack Obama,2006,The Audacity of Hope: Thoughts on Reclaiming the American Dream,en-US,3.69,110873,7053,7808,28645,40177,30432
691,Stephen King,1999,On Writing: A Memoir of the Craft,eng,4.31,131481,1361,3497,18862,51470,76728
692,Kristin Hannah,2008,"Firefly Lane (Firefly Lane, #1)",en-US,4.04,121966,2074,6448,25649,46852,50101
693,Michael Crichton,1987,Sphere,eng,3.77,128244,1851,9728,40085,49513,33828
694,Emily Giffin,2008,Love the One You're With,en-US,3.7,124812,3289,10895,39052,44476,31902
695,"Robert Galbraith, J.K. Rowling",2014,"The Silkworm (Cormoran Strike, #2)",eng,4.03,120008,1330,4361,27130,67680,44645
696,Anne Rice,1985,"The Vampire Lestat (The Vampire Chronicles, #2)",eng,4.05,141299,1531,6801,30996,54376,57263
697,Ann Patchett,2011,State of Wonder,eng,3.85,124837,2243,8179,32560,57115,35643
698,Matthew Quick,2008,The Silver Linings Playbook,en-US,4.0,110939,1493,5495,25882,54594,41944
699,"Jules Verne, Anthony Bonner",1869,Twenty Thousand Leagues Under the Sea,eng,3.86,121112,2333,8924,38817,55211,43413
700,Philippa Gregory,2005,"The Constant Princess (The Plantagenet and Tudor Novels, #6)",en-US,3.88,124786,2456,6856,33052,49899,38537
701,"Virginia Woolf, Maureen Howard",1925,Mrs. Dalloway,en-US,3.78,136327,6254,13779,37308,52528,48478
702,"Jonas Jonasson, Rod Bradbury",2009,The Hundred-Year-Old Man Who Climbed Out of the Window and Disappeared,en-GB,3.81,92275,4096,11094,31788,50610,40277
703,Stephen King,1998,Bag of Bones,en-US,3.87,131004,2377,9330,35689,46716,43755
704,John Irving,1985,The Cider House Rules,eng,4.1,124876,1250,4327,23669,55302,49715
705,"Richard Bachman, Stephen King",1984,Thinner,en-GB,3.66,130219,2810,13288,44786,41617,33972
706,"Jules Verne, Michael Glencross, Brian W. Aldiss",1872,Around the World in Eighty Days,eng,3.9,117108,1273,6693,36897,55603,40666
707,Sharon Creech,1994,Walk Two Moons,eng,3.95,129350,3251,8401,29328,43060,48930
708,"Paulo Coelho, Margaret Jull Costa",2003,Eleven Minutes,eng,3.69,102206,4444,11306,31202,38487,30702
709,J.D. Salinger,1953,Nine Stories,eng,4.19,105138,1416,3591,18615,41479,52196
710,Julie Powell,2005,"Julie and Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen: How One Girl Risked Her Marriage, Her Job, and Her Sanity to Master the Art of Living",eng,3.67,121373,4405,11803,37340,44811,31204
711,Neal Shusterman,2007,"Unwind (Unwind, #1)",eng,4.18,143892,3032,5976,22062,50286,71287
712,Diana Gabaldon,1996,"Drums of Autumn (Outlander, #4)",eng,4.34,123736,584,2679,18529,48756,75180
713,Marie Lu,2013,"Prodigy (Legend, #2)",eng,4.29,149702,1213,3659,21004,56370,77947
714,William Shakespeare,1603,King Lear,eng,3.89,135448,2825,10502,36179,47682,50094
715,Arthur Miller,1949,Death of a Salesman,eng,3.49,132061,6733,19241,46338,46051,29234
716,Nicholas Sparks,2007,The Choice,en-US,3.99,93479,2160,7288,28349,42867,47861
717,Kate Egan,2012,The Hunger Games: Official Illustrated Movie Companion,en-US,4.51,119915,1968,2226,10191,24365,81325
718,William Faulkner,1929,The Sound and the Fury,eng,3.86,124665,6725,10848,26021,40913,48824
719,Eckhart Tolle,2005,A New Earth: Awakening to Your Life's Purpose,eng,4.02,106211,4424,7162,19384,32949,49538
720,Tite Kubo,2002,"Bleach, Volume 01",eng,4.21,120004,2644,5380,18982,30554,62873
721,Allie Brosh,2013,"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",eng,4.17,118910,4313,5424,17787,39701,63783
722,Robert Jordan,1992,"The Shadow Rising (Wheel of Time, #4)",en-US,4.21,122524,930,3327,20346,48728,57231
723,Gregory David Roberts,2003,Shantaram,eng,4.26,95213,2188,4308,13378,34106,57858
724,Charlaine Harris,2008,"From Dead to Worse (Sookie Stackhouse, #8)",eng,4.01,151095,946,5941,37809,62516,54602
725,"Stephen King, Ned Dameron",1991,"The Waste Lands (The Dark Tower, #3)",eng,4.24,117483,801,3169,19831,50959,60497
726,Jeffery Deaver,1997,"The Bone Collector (Lincoln Rhyme, #1)",en-US,4.18,120541,1165,3101,20494,47836,52654
727,"Bernhard Schlink, Carol Brown Janeway",1995,The Reader,eng,3.73,119911,2975,10982,39603,55731,32414
728,"Bill Martin Jr., Eric Carle",1967,"Brown Bear, Brown Bear, What Do You See?",eng,4.19,125668,2280,6108,22298,31492,64984
729,Dan Simmons,1989,"Hyperion (Hyperion Cantos, #1)",eng,4.21,122225,2284,5503,18329,41131,63242
730,John Steinbeck,1947,The Pearl,eng,3.41,133264,8757,18361,48458,45467,24848
731,William Peter Blatty,1971,The Exorcist,en-US,4.14,124467,2211,4877,22809,43470,57208
732,Stephenie Meyer,2009,"The Short Second Life of Bree Tanner: An Eclipse Novella (Twilight, #3.5)",eng,3.51,145874,7314,21317,50829,43629,36680
733,David Guterson,1994,Snow Falling on Cedars,eng,3.8,131945,2507,9023,35994,54408,34280
734,Alex Haley,1976,Roots: The Saga of an American Family,en-US,4.42,118951,784,1951,12877,36557,70416
735,"Alan Moore, Brian Bolland, Tim Sale",1988,Batman: The Killing Joke,eng,4.36,113855,883,2751,14311,38045,67322
736,Ralph Ellison,1952,Invisible Man,eng,3.84,123073,4351,10006,28935,43080,41092
737,Ishmael Beah,2007,A Long Way Gone: Memoirs of a Boy Soldier,en-US,4.14,116260,1424,3801,20057,46963,49596
738,Robert C. O'Brien,1971,"Mrs. Frisby and the Rats of NIMH (Rats of NIMH, #1)",unknown,4.13,135978,1620,4727,26279,50968,58756
739,Stephen King,1982,Different Seasons,eng,4.34,105961,435,2223,17523,48177,69848
740,"Laura Ingalls Wilder, Garth Williams",1953,"The Little House Collection (Little House, #1-9)",unknown,4.33,124320,2304,3046,15651,36875,71004
741,Melissa Bank,1998,The Girls' Guide to Hunting and Fishing,unknown,3.29,113977,11089,16858,37528,32016,20526
742,Hugh Howey,2012,"Wool Omnibus (Silo, #1)",eng,4.24,81982,1155,3518,15776,46236,55157
743,Christopher Moore,2002,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",en-US,4.26,118576,2392,4578,16179,37102,65610
744,Eckhart Tolle,1997,The Power of Now: A Guide to Spiritual Enlightenment,eng,4.1,104549,3440,6131,17848,33175,52136
745,Jenny  Lawson,2012,Let's Pretend This Never Happened: A Mostly True Memoir,eng,3.9,118475,5179,9769,25994,41884,47767
746,Scott Lynch,2006,"The Lies of Locke Lamora (Gentleman Bastard, #1)",eng,4.3,118751,2360,4377,14772,44719,71793
747,Garth Nix,1995,"Sabriel (Abhorsen,  #1)",en-US,4.17,137047,2911,5797,22367,47814,67255
748,Charlaine Harris,2009,"Dead and Gone (Sookie Stackhouse, #9)",eng,4.01,145157,1114,6415,36292,59321,53790
749,Jodi Picoult,2013,The Storyteller,eng,4.26,109313,1206,3199,15490,47104,58265
750,Jennifer L. Armentrout,2011,"Obsidian (Lux, #1)",eng,4.23,164832,4284,6932,23256,50731,91093
751,Douglas Adams,1982,"Life, the Universe and Everything (Hitchhiker's Guide, #3)",eng,4.19,131562,657,3816,25663,53047,62809
752,Sarah J. Maas,2013,"Crown of Midnight (Throne of Glass, #2)",en-CA,4.49,160485,1092,2478,14391,52781,113639
753,Bryan Lee O'Malley,2004,"Scott Pilgrim, Volume 1: Scott Pilgrim's Precious Little Life",eng,4.18,126864,3667,4891,18962,40649,62678
754,Jeannette Walls,2008,Half Broke Horses,eng,4.05,110597,820,3719,23221,52865,38854
755,Terry Pratchett,1987,"Mort (Death, #1; Discworld, #4)",eng,4.22,128450,912,2663,21970,55524,60818
756,Julie Kagawa,2010,"The Iron King (The Iron Fey, #1)",eng,3.92,158063,5814,11383,34292,50281,61348
757,Larry McMurtry,1985,Lonesome Dove,en-US,4.47,111498,1080,2179,10686,29526,72959
758,Mary Roach,2003,Stiff: The Curious Lives of Human Cadavers,eng,4.05,122502,1992,5132,24229,49580,47169
759,Richelle Mead,2011,"Bloodlines (Bloodlines, #1)",en-US,4.22,140599,3103,4901,21147,45060,71923
760,Orson Scott Card,1998,"Ender's Shadow (Ender's Shadow, #1)",eng,4.3,115521,706,2793,16218,44173,61854
761,Sophie Kinsella,2009,Twenties Girl,eng,3.82,119105,3479,9323,32120,42968,38302
762,Thomas Keneally,1982,Schindler's List,eng,4.34,108338,1225,2361,12913,36982,59675
763,Toni Morrison,1970,The Bluest Eye,eng,3.99,109944,2409,6094,24867,45871,42625
764,Philippa Gregory,2009,"The White Queen (The Plantagenet and Tudor Novels, #2)",eng,3.9,119739,2295,7115,31384,49549,40103
765,"Malcolm X, Alex Haley",1965,The Autobiography of Malcolm X,eng,4.29,124805,2453,3362,16312,41019,68627
766,"Neil Gaiman, Sam Kieth, Mike Dringenberg, Malcolm Jones III, Todd Klein, Karen  Berger",1989,Preludes & Nocturnes (The Sandman #1),eng,4.3,122540,2632,3868,16435,41523,74067
767,Laura Hillenbrand,1999,Seabiscuit: An American Legend,en-US,4.2,111497,1391,3451,18065,41881,52196
768,Dennis Lehane,2003,Shutter Island,eng,4.07,113718,1636,4727,22089,49875,45705
769,Arthur Conan Doyle,1894,The Complete Sherlock Holmes,eng,4.5,109754,471,1125,10089,37928,76945
770,"William Shakespeare, Roma Gill",1599,Julius Caesar,eng,3.65,119933,3318,13030,42014,46750,30806
771,Erik Larson,2011,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",eng,3.81,110481,1951,7701,32350,50986,30001
773,William Shakespeare,1593,The Taming of the Shrew,en-US,3.81,126318,2869,9611,35666,47453,38641
774,Marissa Meyer,2014,"Cress (The Lunar Chronicles, #3)",eng,4.46,162069,866,2056,14772,56494,103278
775,Patti Smith,2010,Just Kids,en-US,4.14,106542,3268,5377,17142,37031,54582
776,Phaidon Press,1997,The Art Book,eng,3.79,102746,7128,7874,22124,28325,37537
777,Jane Green,2001,Jemima J,en-US,3.62,101436,8909,9304,24965,29819,30852
778,"Victor Hugo, Walter J. Cobb",1831,The Hunchback of Notre-Dame,eng,3.97,119851,1952,6849,30636,47753,46231
779,Rohinton Mistry,1996,A Fine Balance,eng,4.34,99252,1477,3066,11254,31034,57685
780,"Bill Watterson, G.B. Trudeau",1987,Calvin and Hobbes,en-US,4.61,117788,980,1435,7684,22365,85830
781,Scott Westerfeld,2006,"Specials (Uglies, #3)",eng,3.77,139168,3286,13140,41196,48574,42587
782,Kate Chopin,1899,The Awakening,eng,3.63,125474,7523,14751,35125,44172,35884
783,"P.C. Cast, Kristin Cast",2009,"Hunted (House of Night, #5)",eng,3.93,138103,4169,10788,32719,41977,56398
784,Mitch Albom,2006,For One More Day,en-US,4.09,102193,958,4221,21064,38962,41515
785,Tom Clancy,1989,"Clear and Present Danger (Jack Ryan Universe, #6)",eng,4.08,105317,973,3064,21463,44290,38848
786,Shel Silverstein,1996,Falling Up,en-US,4.33,111779,1209,2879,15625,32073,63204
787,Justin Halpern,2010,Sh*t My Dad Says,unknown,3.98,102560,2279,6246,25054,40835,41954
788,"Irvine Welsh, Eric Lindor Fall",1993,Trainspotting,fre,4.07,59453,1757,4329,19778,42833,41980
789,Isaac Asimov,1952,Foundation and Empire (Foundation #2),eng,4.2,105595,497,2770,18775,44860,49339
790,Miguel Ruiz,1997,The Four Agreements: A Practical Guide to Personal Freedom,unknown,4.12,97016,2463,5818,19047,33836,51308
791,Jodi Picoult,2010,House Rules,en-US,4.01,111239,1155,5434,25143,47540,40495
792,"Jacob Grimm, Wilhelm Grimm, Josef Scharl, Padraic Colum, Joseph Campbell, Margaret Raine Hunt, James Stern",1812,The Complete Grimm's Fairy Tales,eng,4.31,116324,772,2476,18421,41254,65084
793,E.L. Konigsburg,1967,From the Mixed-Up Files of Mrs. Basil E. Frankweiler,eng,4.15,134537,1943,5209,25045,49509,62402
794,Stephen King,2013,"Doctor Sleep (The Shining, #2)",eng,4.1,95276,1117,4071,19995,48181,43201
795,Nick Hornby,1998,About a Boy,en-US,3.79,101999,1127,5639,32252,49493,23650
796,Samantha Young,2012,"On Dublin Street (On Dublin Street, #1)",eng,4.24,136761,2615,5087,19239,46853,72149
797,"Francis Chan, Danae Yankoski, Chris Tomlin",2008,Crazy Love: Overwhelmed by a Relentless God,eng,4.15,106351,2800,4867,16969,32636,51862
798,Dr. Seuss,1960,"One Fish, Two Fish, Red Fish, Blue Fish",unknown,4.12,117582,2153,5979,24401,32449,57671
799,Dean Koontz,1987,Watchers,unknown,4.16,109595,1253,3766,20833,38155,49977
800,Helen Keller,1902,The Story of My Life,eng,4.07,107313,2514,4654,20960,36225,45703
801,Jonathan Tropper,2009,This is Where I Leave You,eng,3.88,98645,1552,6027,26235,47931,29731
802,Seth Grahame-Smith,2010,Abraham Lincoln: Vampire Hunter,en-US,3.7,106336,4404,10413,31741,42104,30042
803,"Natsuki Takaya, Alethea Nibley, Athena Nibley",1999,"Fruits Basket, Vol. 1",eng,4.23,118467,3190,5265,17379,27721,65248
804,William Shakespeare,1623,The Tempest,en-US,3.8,125178,2394,10084,37832,46984,38243
805,"P.C. Cast, Kristin Cast",2010,"Burned (House of Night, #7)",eng,3.98,120763,3628,8971,27361,35719,53814
806,"Stephen King, Dave McKean",1997,"Wizard and Glass (The Dark Tower, #4)",eng,4.24,105026,1040,4034,17762,39468,58404
807,Dave Eggers,2013,The Circle,eng,3.46,109412,5667,16425,41080,44562,21289
808,Brian Selznick,2007,The Invention of Hugo Cabret,eng,4.23,132159,1601,4222,20022,44895,64767
809,"Aldous Huxley, Christopher Hitchens",1932,Brave New World / Brave New World Revisited,eng,4.16,108124,1215,3784,18335,39753,47028
810,Bisco Hatori,2003,"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club, #1)",eng,4.36,113881,2338,3593,13572,26298,68316
811,Mary Kubica,2014,The Good Girl,eng,3.81,100936,2697,8081,30628,49795,31552
812,Abbi Glines,2012,"Fallen Too Far (Rosemary Beach, #1; Too Far, #1)",eng,4.21,138871,3366,6036,19726,42292,72127
813,Rainbow Rowell,2014,Landline,eng,3.55,113805,5386,13087,38025,41984,24940
814,"P.C. Cast, Kristin Cast",2008,"Tempted (House of Night, #6)",eng,3.96,127387,4010,9937,29521,38966,55476
815,Cormac McCarthy,2005,No Country for Old Men,eng,4.12,100513,1533,3795,16790,45304,42660
816,Hilary Mantel,2009,"Wolf Hall (Thomas Cromwell, #1)",eng,3.85,102936,6673,9916,21464,37421,43231
817,Diana Wynne Jones,1986,"Howl's Moving Castle (Howl's Moving Castle, #1)",eng,4.3,123945,1370,3764,18194,45058,71962
818,"Stephen King, William Olivier Desmond",2001,Dreamcatcher,fre,3.59,115855,5234,14010,36926,36389,30040
819,Henry David Thoreau,1854,Walden,eng,3.79,108062,5092,10227,27683,39108,38543
820,Kazuo Ishiguro,1989,The Remains of the Day,eng,4.1,105892,1500,5028,21065,46702,47468
821,Nicholas Sparks,2010,The Best of Me,en-US,3.91,103915,2688,9119,28642,40370,43745
822,Julian Barnes,2011,The Sense of an Ending,eng,3.7,94968,2910,9843,30865,45258,25149
823,Sue Grafton,1982,"A is for Alibi (Kinsey Millhone, #1)",en-US,3.82,116026,2465,7563,34101,42272,34824
825,Lisa See,2009,Shanghai Girls (Shanghai Girls #1),eng,3.87,106729,1334,5638,28727,49667,29496
826,"Kenneth Grahame, Gillian Avery",1908,The Wind in the Willows,eng,3.98,124612,2608,7140,31301,47933,50809
827,Jenny Han,2014,"To All the Boys I've Loved Before (To All the Boys I've Loved Before, #1)",eng,4.11,136938,3388,6744,25033,51196,64950
828,"Marjane Satrapi, Mattias Ripa",2000,"Persepolis: The Story of a Childhood (Persepolis, #1)",eng,4.23,117103,1138,3121,16734,45474,53498
829,E.M. Forster,1908,A Room with a View,eng,3.91,109994,2113,7241,28787,45563,38351
830,Kody Keplinger,2010,The DUFF: Designated Ugly Fat Friend,en-US,3.86,136736,5089,10817,33459,47351,49831
831,Sarah Dessen,2008,Lock and Key,eng,4.01,120475,1910,6407,27658,43875,47799
832,J.D. Robb,1995,"Naked in Death (In Death, #1)",en-US,4.13,78028,3226,5211,21254,39535,57555
833,John Grisham,1994,The Chamber,eng,3.76,102715,1706,7154,32686,38347,26913
834,Stephenie Meyer,2008,"Midnight Sun (Twilight, #1.5)",eng,4.03,138118,6209,9089,23237,35433,64149
835,"Masashi Kishimoto, Katy Bridges",1999,"Naruto, Vol. 01: The Tests of the Ninja (Naruto, #1)",eng,4.35,104633,2105,3635,13142,23193,63194
836,Rachel Joyce,2012,"The Unlikely Pilgrimage of Harold Fry (Harold Fry, #1)",eng,3.89,94012,1925,6032,26242,48627,31050
837,David Levithan,2012,"Every Day (Every Day, #1)",eng,3.99,121863,2994,7882,26109,47403,49572
838,Orson Scott Card,1991,"Xenocide (Ender's Saga, #3)",eng,3.77,104467,1842,8424,33016,43038,28863
839,"William Shakespeare, Robert          Jackson, Barbara A. Mowat, Paul Werstine",1596,The Merchant of Venice,eng,3.78,115621,1925,9212,36917,46745,33490
840,James Clavell,1975,"Shōgun (Asian Saga, #1)",eng,4.37,104339,872,2373,13468,35713,63101
841,J.R. Ward,2006,"Lover Awakened (Black Dagger Brotherhood, #3)",eng,4.45,134249,1196,2744,14043,36965,87806
842,Sarah J. Maas,2015,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",eng,4.29,167848,3499,6586,22541,56042,100055
843,E.L. James,2012,"Fifty Shades Trilogy (Fifty Shades, #1-3)",unknown,4.13,76876,5505,6427,13235,20763,55683
844,"Bill Martin Jr., John Archambault, Lois Ehlert",1989,Chicka Chicka Boom Boom,eng,4.21,105192,2524,5879,18923,26523,62240
845,Raina Telgemeier,2009,Smile,eng,4.19,98628,3201,4369,15206,26690,53338
846,"George Orwell, Christopher Hitchens",1950,Animal Farm / 1984,eng,4.26,116197,1212,3276,16511,40583,57179
847,Jacquelyn Mitchard,1996,"The Deep End of the Ocean (Cappadora Family, #1)",en-US,3.84,102733,1741,6092,27939,39820,28879
848,Amy Tan,2001,The Bonesetter's Daughter,en-US,3.98,99926,730,3502,23935,46287,30820
849,Louise Rennison,1999,"Angus, Thongs and Full-Frontal Snogging (Confessions of Georgia Nicolson, #1)",eng,3.74,112733,4507,10953,31648,35061,36724
850,Robin Sloan,2012,"Mr. Penumbra's 24-Hour Bookstore (Mr. Penumbra's 24-Hour Bookstore, #1)",eng,3.75,110552,2419,9582,34956,50973,29466
851,V.C. Andrews,1979,"Flowers in the Attic (Dollanganger, #1)",eng,3.79,109063,4467,10284,30206,38523,38779
852,"Paul Kalanithi, Abraham Verghese",2016,When Breath Becomes Air,eng,4.32,116771,2913,4244,18562,51535,88419
853,Jerry Spinelli,1990,Maniac Magee,eng,3.86,99831,2697,7804,25881,33058,35217
854,Chuck Palahniuk,1999,Invisible Monsters,eng,4.0,54937,1625,5710,20718,35026,36857
855,William Shakespeare,1601,Twelfth Night,eng,3.97,119607,1494,6329,29985,47546,43539
856,Lois Lowry,2000,"Gathering Blue (The Giver, #2)",eng,3.8,114917,1516,8009,36770,49694,31821
857,Ellen Raskin,1978,The Westing Game,eng,4.03,117108,2682,6710,24165,41664,49122
858,Pierce Brown,2014,"Red Rising (Red Rising, #1)",eng,4.26,104939,2341,4309,15037,42448,64053
859,Brent Weeks,2008,"The Way of Shadows (Night Angel, #1)",en-US,4.15,109236,2049,4811,17366,39470,50796
860,Barbara Kingsolver,1988,"The Bean Trees (Greer Family, #1)",eng,3.94,105032,1401,5007,25764,47738,33658
861,Jamie McGuire,2013,"Walking Disaster (Beautiful, #2)",eng,4.23,134022,2597,5841,20243,42657,73776
862,Brandon Sanderson,2014,"Words of Radiance (The Stormlight Archive, #2)",eng,4.77,73572,154,404,2653,18272,86693
863,"Sam McBratney, Anita Jeram",1988,Guess How Much I Love You,en-US,4.36,104690,1434,3317,13963,25628,63212
864,Diana Gabaldon,2001,"The Fiery Cross (Outlander, #5)",eng,4.26,103552,736,3692,18829,37362,59819
865,"Stephen King, John D. MacDonald",1978,Night Shift,en-GB,3.96,104248,984,4705,28410,41703,36555
866,Peter Benchley,1974,Jaws,eng,3.96,102574,1836,5893,24737,35730,38005
867,Nicole Krauss,2005,The History of Love,eng,3.91,98379,2251,7414,22791,35939,35075
868,"Astrid Lindgren, Lauren Child, Florence Lamborn, Nancy Seligsohn",1945,Pippi Longstocking,eng,4.11,123065,1749,5293,25615,41802,55846
869,"Muriel Barbery, Alison Anderson",2006,The Elegance of the Hedgehog,eng,3.73,101669,6480,11258,25525,39331,35962
870,"Doris Kearns Goodwin, Suzanne Toren",2005,Team of Rivals: The Political Genius of Abraham Lincoln,eng,4.3,102923,3306,3095,11140,31184,59219
871,Charlaine Harris,2010,"Dead in the Family (Sookie Stackhouse, #10)",en-US,3.88,127379,1531,8555,37227,48154,42560
872,"Albert Camus, Stuart Gilbert",1947,The Plague,en-US,3.97,95803,1430,5671,23913,44261,36548
873,"Lemony Snicket, Brett Helquist",1999,"The Reptile Room (A Series of Unfortunate Events, #2)",eng,3.95,130213,1410,6684,34847,52929,45251
874,Susannah Cahalan,2012,Brain on Fire: My Month of Madness,eng,4.0,92849,1491,4253,21084,42730,34059
875,Melissa Marr,2007,"Wicked Lovely (Wicked Lovely, #1)",en-US,3.69,131034,5909,13879,36275,40331,39922
876,H.A. Rey,1941,Curious George,en-CA,4.13,105473,2090,5211,21963,29649,53554
877,"Michael Ende, Ralph Manheim, Roswitha Quadflieg",1979,The Neverending Story,eng,4.17,109110,1684,4743,21142,39618,57368
878,Sylvia Nasar,1998,A Beautiful Mind,en-GB,4.12,98276,2044,3393,16728,36997,41467
879,"Upton Sinclair, Earl Lee, Kathleen DeGrave",1906,The Jungle,eng,3.72,97468,3719,9393,29116,39239,28055
880,Kelley Armstrong,2008,"The Summoning (Darkest Powers, #1)",en-US,4.03,132285,3330,7629,27219,42153,56501
881,Oliver Sacks,1985,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,en-US,4.04,102419,1549,4719,21880,42523,40419
882,Ken Follett,1978,Eye of the Needle,en-US,4.16,93475,578,2147,17130,40554,39562
883,Margaret Atwood,2000,The Blind Assassin,eng,3.95,98464,2340,6203,23409,42565,36767
884,Ransom Riggs,2014,"Hollow City (Miss Peregrine’s Peculiar Children, #2)",eng,4.07,73149,971,4618,25627,54274,47434
885,Andre Dubus III,1999,House of Sand and Fog,eng,3.83,55381,3192,7268,24787,38793,30763
886,M.R. Carey,2014,The Girl with All the Gifts,eng,3.93,99729,2427,6277,24649,49720,36420
887,William Faulkner,1930,As I Lay Dying,eng,3.72,103547,6178,10613,24587,35971,33356
888,Crockett Johnson,1955,Harold and the Purple Crayon,eng,4.24,107221,1865,4213,17288,28357,58029
889,J.R. Ward,2006,"Lover Eternal (Black Dagger Brotherhood, #2)",eng,4.35,137558,1583,3587,17261,42711,81063
890,Isaac Asimov,1953,Second Foundation (Foundation #3),eng,4.23,96865,394,2296,16502,39942,46705
891,Jim Butcher,2001,"Fool Moon (The Dresden Files, #2)",eng,4.04,111371,580,4224,26768,49154,41432
892,Malcolm Gladwell,2011,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",eng,3.9,90083,1768,5208,24303,40901,29527
893,"Hiromu Arakawa, Akira Watanabe",2002,"Fullmetal Alchemist, Vol. 1 (Fullmetal Alchemist, #1)",eng,4.49,93990,972,1734,8737,21751,61574
894,Terry Pratchett,1989,"Guards! Guards! (Discworld, #8)",eng,4.32,108652,756,1721,14830,43570,58192
895,Joan Didion,2005,The Year of Magical Thinking,eng,3.86,94590,2670,7410,22435,35538,31255
896,Lionel Shriver,2003,We Need to Talk About Kevin,eng,4.07,101343,3643,5596,16884,41057,46759
897,Arthur C. Clarke,1973,"Rendezvous with Rama (Rama, #1)",eng,4.06,93151,836,3999,20716,40151,37712
898,Anne Rice,1988,"The Queen of the Damned (The Vampire Chronicles, #3)",eng,3.86,110693,1866,8091,31233,39038,37061
899,"Edith Wharton, Maureen Howard",1920,The Age of Innocence,eng,3.93,102646,2359,6549,25631,42542,37913
900,Richard Dawkins,1976,The Selfish Gene,eng,4.11,96564,2783,4298,15845,33818,44273
901,Geraldine Brooks,2001,Year of Wonders,eng,4.0,104283,1491,4853,21931,43557,36197
902,Michael Connelly,1992,"The Black Echo (Harry Bosch, #1; Harry Bosch Universe, #1)",eng,4.08,98591,1487,2971,19722,45422,38786
903,Ayn Rand,1938,Anthem,eng,3.62,95620,6095,10982,27984,34074,27631
904,Sylvain Reynard,2011,"Gabriel's Inferno (Gabriel's Inferno, #1)",eng,4.02,119633,5445,8481,21252,35901,56804
905,"Judi Barrett, Ron Barrett",1978,Cloudy With a Chance of Meatballs,eng,4.15,104677,1641,4578,19494,30132,49675
906,Helen Simonson,2010,Major Pettigrew's Last Stand,eng,3.87,97745,1652,5870,26114,46749,28926
